,ticker,date,trade
1851,NRDS,2023-04-04,
1852,NREF,2023-04-04,
1853,NRG,2023-04-04,
1854,NRIM,2023-04-04,
1855,NRIX,2023-04-04,
1856,NRP,2023-04-04,0.0
1857,NS,2023-04-04,
1858,NSA,2023-04-04,
1859,NSC,2023-04-04,
1860,NSIT,2023-04-04,
1861,NSP,2023-04-04,
1862,NSSC,2023-04-04,
1863,NSTG,2023-04-04,0.0
1864,NSTS,2023-04-04,
1865,NSYS,2023-04-04,
1866,NTAP,2023-04-04,
1867,NTCT,2023-04-04,
1868,NTGR,2023-04-04,
1869,NTIC,2023-04-04,
1870,NTLA,2023-04-04,
1871,NTRA,2023-04-04,
1872,NTRS,2023-04-04,
1873,NTST,2023-04-04,
1874,NUE,2023-04-04,
1875,NUS,2023-04-04,
1876,NUVA,2023-04-04,
1877,NUVL,2023-04-04,
1878,NUZE,2023-04-04,
1879,NVCR,2023-04-04,
1880,NVCT,2023-04-04,
1881,NVDA,2023-04-04,
1882,NVEC,2023-04-04,
1883,NVEE,2023-04-04,
1884,NVR,2023-04-04,
1885,NVRO,2023-04-04,
1886,NVST,2023-04-04,
1887,NVT,2023-04-04,
1888,NVTS,2023-04-04,
1889,NWBI,2023-04-04,
1890,NWE,2023-04-04,
1891,NWFL,2023-04-04,
1892,NWL,2023-04-04,
1893,NWLI,2023-04-04,
1894,NWN,2023-04-04,0.0
1895,NWPX,2023-04-04,
1896,NWSA,2023-04-04,
1897,NX,2023-04-04,
1898,NXGN,2023-04-04,
1899,NXPI,2023-04-04,
1900,NXRT,2023-04-04,
1901,NXST,2023-04-04,
1902,NYC,2023-04-04,
1903,NYCB,2023-04-04,
1904,NYMT,2023-04-04,
1905,NYT,2023-04-04,
1906,O,2023-04-04,
1907,OBNK,2023-04-04,
1908,OBT,2023-04-04,
1909,OC,2023-04-04,
1910,OCFC,2023-04-04,
1911,OCN,2023-04-04,
1912,OCSL,2023-04-04,
1913,OCUL,2023-04-04,
1914,ODC,2023-04-04,
1915,ODFL,2023-04-04,
1916,ODP,2023-04-04,
1917,OEC,2023-04-04,
1918,OFC,2023-04-04,
1919,OFED,2023-04-04,
1920,OFG,2023-04-04,
1921,OFIX,2023-04-04,
1922,OFLX,2023-04-04,
1923,OFS,2023-04-04,
1924,OGE,2023-04-04,
1925,OGS,2023-04-04,
1926,OHAA,2023-04-04,
1927,OHI,2023-04-04,
1928,OI,2023-04-04,
1929,OII,2023-04-04,0.0
1930,OIS,2023-04-04,
1931,OKE,2023-04-04,
1932,OKTA,2023-04-04,
1933,OLED,2023-04-04,
1934,OLLI,2023-04-04,
1935,OLN,2023-04-04,
1936,OLO,2023-04-04,
1937,OLP,2023-04-04,
1938,OM,2023-04-04,
1939,OMC,2023-04-04,
1940,OMCL,2023-04-04,
1941,OMF,2023-04-04,
1942,OMGA,2023-04-04,
1943,OMI,2023-04-04,
1944,ON,2023-04-04,
1945,ONB,2023-04-04,0.0
1946,ONEW,2023-04-04,
1947,ONL,2023-04-04,
1948,ONTF,2023-04-04,
1949,ONTO,2023-04-04,
1950,OOMA,2023-04-04,
1951,OPAL,2023-04-04,
1952,OPBK,2023-04-04,
1953,OPCH,2023-04-04,
1954,OPI,2023-04-04,
1955,OPOF,2023-04-04,
1956,OPRX,2023-04-04,
1957,OPY,2023-04-04,
1958,ORA,2023-04-04,
1959,ORC,2023-04-04,0.0
1960,ORCC,2023-04-04,
1961,ORI,2023-04-04,0.0
1962,ORIC,2023-04-04,
1963,ORRF,2023-04-04,0.0
1964,ORTX,2023-04-04,
1965,OSBC,2023-04-04,0.0
1966,OSCR,2023-04-04,0.0
1967,OSIS,2023-04-04,
1968,OSK,2023-04-04,
1969,OSPN,2023-04-04,
1970,OSTK,2023-04-04,
1971,OSUR,2023-04-04,
1972,OSW,2023-04-04,
1973,OTEX,2023-04-04,
1974,OTTR,2023-04-04,
1975,OUT,2023-04-04,
1976,OVBC,2023-04-04,
1977,OVLY,2023-04-04,
1978,OVV,2023-04-04,
1979,OWL,2023-04-04,
1980,OXM,2023-04-04,
1981,OXUS,2023-04-04,
1982,OXY,2023-04-04,
1983,OZ,2023-04-04,
1984,PAA,2023-04-04,
1985,PACB,2023-04-04,
1986,PACK,2023-04-04,
1987,PACW,2023-04-04,
1988,PAG,2023-04-04,
1989,PAGP,2023-04-04,
1990,PAHC,2023-04-04,
1991,PANL,2023-04-04,
1992,PANW,2023-04-04,
1993,PAR,2023-04-04,
1994,PARA,2023-04-04,
1995,PARR,2023-04-04,
1996,PATH,2023-04-04,
1997,PATI,2023-04-04,
1998,PATK,2023-04-04,
1999,PAY,2023-04-04,
2000,PAYC,2023-04-04,
2001,PAYO,2023-04-04,
2002,PAYX,2023-04-04,
2003,PB,2023-04-04,
2004,PBBK,2023-04-04,
2005,PBF,2023-04-04,0.0
2006,PBFS,2023-04-04,
2007,PBH,2023-04-04,
2008,PBHC,2023-04-04,
2009,PBPB,2023-04-04,
2010,PBT,2023-04-04,
2011,PCAR,2023-04-04,
2012,PCB,2023-04-04,
2013,PCG,2023-04-04,
2014,PCH,2023-04-04,
2015,PCOR,2023-04-04,
2016,PCRX,2023-04-04,
2017,PCT,2023-04-04,
2018,PCTY,2023-04-04,
2019,PCVX,2023-04-04,
2020,PCYG,2023-04-04,
2021,PCYO,2023-04-04,
2022,PD,2023-04-04,
2023,PDCE,2023-04-04,
2024,PDCO,2023-04-04,
2025,PDEX,2023-04-04,
2026,PDFS,2023-04-04,
2027,PDLB,2023-04-04,
2028,PDM,2023-04-04,
2029,PDSB,2023-04-04,
2030,PEAK,2023-04-04,
2031,PEB,2023-04-04,
2032,PEBK,2023-04-04,
2033,PEBO,2023-04-04,
2034,PECO,2023-04-04,
2035,PEG,2023-04-04,0.0
2036,PEGA,2023-04-04,
2037,PEN,2023-04-04,
2038,PENN,2023-04-04,
2039,PEP,2023-04-04,
2040,PESI,2023-04-04,
2041,PETQ,2023-04-04,
2042,PETS,2023-04-04,
2043,PFC,2023-04-04,
2044,PFE,2023-04-04,
2045,PFG,2023-04-04,
2046,PFGC,2023-04-04,
2047,PFIN,2023-04-04,
2048,PFIS,2023-04-04,
2049,PFLT,2023-04-04,
2050,PFS,2023-04-04,
2051,PFSI,2023-04-04,
2052,PFX,2023-04-04,
2053,PG,2023-04-04,
2054,PGC,2023-04-04,
2055,PGNY,2023-04-04,
2056,PGR,2023-04-04,
2057,PGTI,2023-04-04,
2058,PH,2023-04-04,
2059,PHIO,2023-04-04,
2060,PHM,2023-04-04,
2061,PHR,2023-04-04,
2062,PI,2023-04-04,0.0
2063,PII,2023-04-04,
2064,PINC,2023-04-04,
2065,PINE,2023-04-04,
2066,PINS,2023-04-04,
2067,PIPR,2023-04-04,
2068,PJT,2023-04-04,
2069,PK,2023-04-04,
2070,PKBK,2023-04-04,
2071,PKE,2023-04-04,
2072,PKG,2023-04-04,
2073,PKI,2023-04-04,
2074,PKOH,2023-04-04,
2075,PLAB,2023-04-04,
2076,PLAY,2023-04-04,
2077,PLBC,2023-04-04,0.0
2078,PLCE,2023-04-04,
2079,PLD,2023-04-04,
2080,PLL,2023-04-04,
2081,PLMR,2023-04-04,
2082,PLOW,2023-04-04,
2083,PLPC,2023-04-04,
2084,PLRX,2023-04-04,
2085,PLTR,2023-04-04,
2086,PLUG,2023-04-04,
2087,PLUS,2023-04-04,
2088,PLXS,2023-04-04,
2089,PLYA,2023-04-04,
2090,PLYM,2023-04-04,
2091,PMD,2023-04-04,
2092,PMT,2023-04-04,
2093,PNBK,2023-04-04,
2094,PNC,2023-04-04,
2095,PNFP,2023-04-04,
2096,PNM,2023-04-04,
2097,PNNT,2023-04-04,
2098,PNR,2023-04-04,
2099,PNRG,2023-04-04,0.0
2100,PNT,2023-04-04,0.0
2101,PNTG,2023-04-04,
2102,PNW,2023-04-04,
2103,POCI,2023-04-04,
2104,PODD,2023-04-04,
2105,POOL,2023-04-04,
2106,POR,2023-04-04,
2107,POST,2023-04-04,
2108,POWI,2023-04-04,
2109,POWL,2023-04-04,
2110,PPBI,2023-04-04,
2111,PPC,2023-04-04,
2112,PPG,2023-04-04,
2113,PPIH,2023-04-04,
2114,PPL,2023-04-04,
2115,PR,2023-04-04,
2116,PRA,2023-04-04,
2117,PRAA,2023-04-04,
2118,PRCT,2023-04-04,
2119,PRDO,2023-04-04,
2120,PRFT,2023-04-04,
2121,PRG,2023-04-04,
2122,PRGO,2023-04-04,
2123,PRGS,2023-04-04,
2124,PRI,2023-04-04,
2125,PRIM,2023-04-04,
2126,PRK,2023-04-04,
2127,PRLB,2023-04-04,
2128,PRLD,2023-04-04,
2129,PRM,2023-04-04,
2130,PRMW,2023-04-04,
2131,PROK,2023-04-04,
2132,PROV,2023-04-04,
2133,PRPH,2023-04-04,
2134,PRTA,2023-04-04,
2135,PRTS,2023-04-04,
2136,PRU,2023-04-04,
2137,PRVA,2023-04-04,
2138,PRVB,2023-04-04,
2139,PSA,2023-04-04,
2140,PSEC,2023-04-04,
2141,PSMT,2023-04-04,
2142,PSN,2023-04-04,
2143,PSTG,2023-04-04,
2144,PSTL,2023-04-04,
2145,PSX,2023-04-04,0.0
2146,PTC,2023-04-04,
2147,PTEN,2023-04-04,
2148,PTGX,2023-04-04,
2149,PTLO,2023-04-04,
2150,PTMN,2023-04-04,
2151,PTON,2023-04-04,0.0
2152,PTRS,2023-04-04,
2153,PTSI,2023-04-04,
2154,PTVE,2023-04-04,
2155,PUBM,2023-04-04,
2156,PUMP,2023-04-04,
2157,PVBC,2023-04-04,
2158,PVH,2023-04-04,
2159,PWOD,2023-04-04,
2160,PWP,2023-04-04,
2161,PWR,2023-04-04,
2162,PWSC,2023-04-04,
2163,PX,2023-04-04,
2164,PXD,2023-04-04,
2165,PYCR,2023-04-04,
2166,PYPL,2023-04-04,
2167,QCOM,2023-04-04,
2168,QCRH,2023-04-04,
2169,QDEL,2023-04-04,
2170,QLYS,2023-04-04,
2171,QNST,2023-04-04,
2172,QRHC,2023-04-04,
2173,QRVO,2023-04-04,
2174,QS,2023-04-04,
2175,QSR,2023-04-04,
2176,QTRX,2023-04-04,
2177,QTWO,2023-04-04,
2178,QUIK,2023-04-04,
2179,QURE,2023-04-04,
2180,R,2023-04-04,
2181,RADI,2023-04-04,
2182,RAIN,2023-04-04,
2183,RAMP,2023-04-04,
2184,RAND,2023-04-04,
2185,RANI,2023-04-04,0.0
2186,RAPT,2023-04-04,
2187,RARE,2023-04-04,
2188,RBA,2023-04-04,
2189,RBB,2023-04-04,
2190,RBC,2023-04-04,
2191,RBCAA,2023-04-04,
2192,RBKB,2023-04-04,
2193,RBLX,2023-04-04,0.0
2194,RC,2023-04-04,
2195,RCEL,2023-04-04,
2196,RCKT,2023-04-04,
2197,RCKY,2023-04-04,
2198,RCL,2023-04-04,
2199,RCM,2023-04-04,
2200,RCMT,2023-04-04,
2201,RCUS,2023-04-04,
2202,RDFN,2023-04-04,0.0
2203,RDN,2023-04-04,0.0
2204,RDNT,2023-04-04,
2205,RDVT,2023-04-04,
2206,RE,2023-04-04,
2207,REFI,2023-04-04,
2208,REG,2023-04-04,
2209,REGN,2023-04-04,
2210,RELL,2023-04-04,
2211,RELY,2023-04-04,
2212,REPL,2023-04-04,
2213,REPX,2023-04-04,0.0
2214,RES,2023-04-04,
2215,RETA,2023-04-04,
2216,REVG,2023-04-04,
2217,REX,2023-04-04,
2218,REXR,2023-04-04,
2219,REYN,2023-04-04,
2220,REZI,2023-04-04,
2221,RF,2023-04-04,
2222,RGA,2023-04-04,
2223,RGCO,2023-04-04,
2224,RGEN,2023-04-04,
2225,RGLD,2023-04-04,
2226,RGNX,2023-04-04,
2227,RGP,2023-04-04,
2228,RGR,2023-04-04,
2229,RH,2023-04-04,
2230,RHI,2023-04-04,
2231,RICK,2023-04-04,
2232,RIG,2023-04-04,
2233,RILY,2023-04-04,
2234,RIOT,2023-04-04,
2235,RITM,2023-04-04,
2236,RIVN,2023-04-04,
2237,RJF,2023-04-04,
2238,RKDA,2023-04-04,
2239,RKT,2023-04-04,
2240,RL,2023-04-04,
2241,RLAY,2023-04-04,
2242,RLGT,2023-04-04,
2243,RLI,2023-04-04,
2244,RLJ,2023-04-04,
2245,RLYB,2023-04-04,
2246,RM,2023-04-04,
2247,RMAX,2023-04-04,
2248,RMBI,2023-04-04,
2249,RMBL,2023-04-04,
2250,RMBS,2023-04-04,
2251,RMCF,2023-04-04,
2252,RMD,2023-04-04,
2253,RMR,2023-04-04,
2254,RNA,2023-04-04,
2255,RNGR,2023-04-04,
2256,RNR,2023-04-04,
2257,RNST,2023-04-04,
2258,ROAD,2023-04-04,
2259,ROC,2023-04-04,
2260,ROCC,2023-04-04,
2261,ROCG,2023-04-04,
2262,ROCK,2023-04-04,
2263,ROCL,2023-04-04,
2264,ROG,2023-04-04,
2265,ROIC,2023-04-04,
2266,ROIV,2023-04-04,
2267,ROK,2023-04-04,
2268,ROKU,2023-04-04,0.0
2269,ROL,2023-04-04,
2270,ROP,2023-04-04,
2271,ROST,2023-04-04,
2272,RPAY,2023-04-04,
2273,RPHM,2023-04-04,
2274,RPM,2023-04-04,
2275,RPRX,2023-04-04,
2276,RPT,2023-04-04,0.0
2277,RPTX,2023-04-04,
2278,RRBI,2023-04-04,
2279,RRC,2023-04-04,
2280,RRGB,2023-04-04,0.0
2281,RRR,2023-04-04,
2282,RRX,2023-04-04,
2283,RS,2023-04-04,
2284,RSG,2023-04-04,
2285,RSVR,2023-04-04,
2286,RTL,2023-04-04,
2287,RTX,2023-04-04,
2288,RUM,2023-04-04,
2289,RUN,2023-04-04,
2290,RUSHA,2023-04-04,
2291,RUTH,2023-04-04,
2292,RVLV,2023-04-04,
2293,RVMD,2023-04-04,
2294,RVNC,2023-04-04,
2295,RVSB,2023-04-04,
2296,RWAY,2023-04-04,
2297,RWT,2023-04-04,
2298,RXDX,2023-04-04,
2299,RXRX,2023-04-04,
2300,RXST,2023-04-04,
2301,RYAM,2023-04-04,
2302,RYAN,2023-04-04,
2303,RYI,2023-04-04,
2304,RYN,2023-04-04,
2305,RYTM,2023-04-04,
2306,S,2023-04-04,
2307,SAFE,2023-04-04,0.0
2308,SAFT,2023-04-04,
2309,SAGE,2023-04-04,
2310,SAH,2023-04-04,
2311,SAIA,2023-04-04,
2312,SAIC,2023-04-04,
2313,SAL,2023-04-04,
2314,SAM,2023-04-04,
2315,SAMG,2023-04-04,
2316,SANM,2023-04-04,
2317,SAR,2023-04-04,
2318,SASR,2023-04-04,
2319,SATS,2023-04-04,
2320,SAVA,2023-04-04,
2321,SAVE,2023-04-04,
2322,SBCF,2023-04-04,
2323,SBFG,2023-04-04,
2324,SBGI,2023-04-04,
2325,SBH,2023-04-04,
2326,SBOW,2023-04-04,
2327,SBRA,2023-04-04,
2328,SBSI,2023-04-04,
2329,SBT,2023-04-04,
2330,SCCO,2023-04-04,
2331,SCHL,2023-04-04,
2332,SCHN,2023-04-04,
2333,SCHW,2023-04-04,
2334,SCI,2023-04-04,
2335,SCL,2023-04-04,
2336,SCLX,2023-04-04,
2337,SCM,2023-04-04,
2338,SCPH,2023-04-04,
2339,SCPL,2023-04-04,
2340,SCS,2023-04-04,
2341,SCSC,2023-04-04,
2342,SCVL,2023-04-04,
2343,SCWX,2023-04-04,
2344,SCX,2023-04-04,
2345,SD,2023-04-04,
2346,SDGR,2023-04-04,
2347,SEB,2023-04-04,0.0
2348,SEDG,2023-04-04,
2349,SEE,2023-04-04,
2350,SEIC,2023-04-04,
2351,SELF,2023-04-04,
2352,SEM,2023-04-04,
2353,SEMR,2023-04-04,
2354,SENEA,2023-04-04,
2355,SF,2023-04-04,
2356,SFBC,2023-04-04,
2357,SFBS,2023-04-04,
2358,SFIX,2023-04-04,0.0
2359,SFM,2023-04-04,
2360,SFNC,2023-04-04,
2361,SFST,2023-04-04,
2362,SG,2023-04-04,
2363,SGA,2023-04-04,
2364,SGC,2023-04-04,
2365,SGEN,2023-04-04,
2366,SGH,2023-04-04,
2367,SGHL,2023-04-04,
2368,SGHT,2023-04-04,
2369,SGRY,2023-04-04,
2370,SGU,2023-04-04,
2371,SHAK,2023-04-04,
2372,SHBI,2023-04-04,
2373,SHC,2023-04-04,
2374,SHCO,2023-04-04,
2375,SHEN,2023-04-04,
2376,SHLS,2023-04-04,
2377,SHO,2023-04-04,
2378,SHOO,2023-04-04,
2379,SHW,2023-04-04,
2380,SHYF,2023-04-04,
2381,SIBN,2023-04-04,
2382,SIG,2023-04-04,
2383,SIGA,2023-04-04,
2384,SIGI,2023-04-04,
2385,SILK,2023-04-04,
2386,SIRE,2023-04-04,
2387,SITC,2023-04-04,
2388,SITE,2023-04-04,
2389,SITM,2023-04-04,
2390,SJM,2023-04-04,
2391,SJW,2023-04-04,
2392,SKIN,2023-04-04,
2393,SKT,2023-04-04,
2394,SKX,2023-04-04,
2395,SKY,2023-04-04,
2396,SKYH,2023-04-04,
2397,SKYT,2023-04-04,
2398,SKYW,2023-04-04,
2399,SLAB,2023-04-04,
2400,SLB,2023-04-04,0.0
2401,SLCA,2023-04-04,
2402,SLG,2023-04-04,
2403,SLGN,2023-04-04,
2404,SLM,2023-04-04,
2405,SLND,2023-04-04,
2406,SLP,2023-04-04,
2407,SLRC,2023-04-04,
2408,SLVM,2023-04-04,
2409,SM,2023-04-04,
2410,SMAP,2023-04-04,
2411,SMAR,2023-04-04,
2412,SMBC,2023-04-04,
2413,SMBK,2023-04-04,
2414,SMCI,2023-04-04,
2415,SMG,2023-04-04,
2416,SMHI,2023-04-04,
2417,SMID,2023-04-04,
2418,SMLP,2023-04-04,
2419,SMLR,2023-04-04,
2420,SMMF,2023-04-04,0.0
2421,SMP,2023-04-04,
2422,SMPL,2023-04-04,
2423,SMR,2023-04-04,
2424,SMTC,2023-04-04,
2425,SMTI,2023-04-04,
2426,SNA,2023-04-04,
2427,SNAP,2023-04-04,0.0
2428,SNCY,2023-04-04,
2429,SNDR,2023-04-04,
2430,SNDX,2023-04-04,
2431,SNEX,2023-04-04,
2432,SNFCA,2023-04-04,0.0
2433,SNOW,2023-04-04,
2434,SNPO,2023-04-04,
2435,SNPS,2023-04-04,
2436,SNV,2023-04-04,
2437,SNX,2023-04-04,
2438,SO,2023-04-04,
2439,SOFI,2023-04-04,
2440,SOI,2023-04-04,
2441,SON,2023-04-04,
2442,SONO,2023-04-04,
2443,SOTK,2023-04-04,
2444,SOVO,2023-04-04,
2445,SP,2023-04-04,
2446,SPB,2023-04-04,
2447,SPFI,2023-04-04,
2448,SPG,2023-04-04,
2449,SPGI,2023-04-04,
2450,SPH,2023-04-04,
2451,SPLP,2023-04-04,0.0
2452,SPNT,2023-04-04,
2453,SPOK,2023-04-04,
2454,SPR,2023-04-04,
2455,SPRY,2023-04-04,
2456,SPSC,2023-04-04,
2457,SPT,2023-04-04,
2458,SPTN,2023-04-04,
2459,SPWH,2023-04-04,
2460,SPWR,2023-04-04,
2461,SPXC,2023-04-04,
2462,SQ,2023-04-04,
2463,SR,2023-04-04,0.0
2464,SRC,2023-04-04,
2465,SRCE,2023-04-04,
2466,SRCL,2023-04-04,
2467,SRDX,2023-04-04,
2468,SRE,2023-04-04,
2469,SRG,2023-04-04,0.0
2470,SRI,2023-04-04,
2471,SRPT,2023-04-04,
2472,SRRK,2023-04-04,
2473,SRTS,2023-04-04,
2474,SSB,2023-04-04,
2475,SSBK,2023-04-04,-1.0
2476,SSD,2023-04-04,
2477,SSNC,2023-04-04,
2478,SSP,2023-04-04,
2479,SSRM,2023-04-04,
2480,SSTI,2023-04-04,
2481,SSTK,2023-04-04,
2482,ST,2023-04-04,
2483,STAA,2023-04-04,
2484,STAG,2023-04-04,
2485,STBA,2023-04-04,
2486,STC,2023-04-04,
2487,STE,2023-04-04,
2488,STEL,2023-04-04,
2489,STEM,2023-04-04,
2490,STEP,2023-04-04,
2491,STER,2023-04-04,
2492,STGW,2023-04-04,
2493,STKL,2023-04-04,
2494,STKS,2023-04-04,
2495,STLD,2023-04-04,
2496,STOK,2023-04-04,0.0
2497,STR,2023-04-04,
2498,STRA,2023-04-04,
2499,STRL,2023-04-04,
2500,STRS,2023-04-04,
2501,STRT,2023-04-04,
2502,STT,2023-04-04,
2503,STWD,2023-04-04,
2504,STX,2023-04-04,
2505,STZ,2023-04-04,
2506,SUI,2023-04-04,
2507,SUM,2023-04-04,
2508,SUMO,2023-04-04,
2509,SUN,2023-04-04,
2510,SUPN,2023-04-04,
2511,SVC,2023-04-04,
2512,SVT,2023-04-04,
2513,SWAV,2023-04-04,
2514,SWBI,2023-04-04,
2515,SWI,2023-04-04,
2516,SWK,2023-04-04,
2517,SWKH,2023-04-04,
2518,SWKS,2023-04-04,
2519,SWN,2023-04-04,
2520,SWSS,2023-04-04,
2521,SWTX,2023-04-04,
2522,SWX,2023-04-04,
2523,SXC,2023-04-04,
2524,SXI,2023-04-04,
2525,SXT,2023-04-04,
2526,SYBT,2023-04-04,
2527,SYF,2023-04-04,
2528,SYK,2023-04-04,
2529,SYM,2023-04-04,
2530,SYNA,2023-04-04,
2531,SYNH,2023-04-04,
2532,SYY,2023-04-04,
2533,T,2023-04-04,
2534,TA,2023-04-04,
2535,TACT,2023-04-04,
2536,TALO,2023-04-04,
2537,TAP,2023-04-04,
2538,TARS,2023-04-04,
2539,TASK,2023-04-04,
2540,TAYD,2023-04-04,
2541,TBBK,2023-04-04,
2542,TBI,2023-04-04,
2543,TBNK,2023-04-04,
2544,TBPH,2023-04-04,
2545,TCBC,2023-04-04,
2546,TCBI,2023-04-04,0.0
2547,TCBK,2023-04-04,
2548,TCBS,2023-04-04,
2549,TCBX,2023-04-04,
2550,TCFC,2023-04-04,
2551,TCI,2023-04-04,0.0
2552,TCMD,2023-04-04,
2553,TCPC,2023-04-04,
2554,TCX,2023-04-04,0.0
2555,TDC,2023-04-04,
2556,TDOC,2023-04-04,0.0
2557,TDS,2023-04-04,
2558,TDW,2023-04-04,
2559,TDY,2023-04-04,
2560,TEAM,2023-04-04,0.0
2561,TECH,2023-04-04,
2562,TEL,2023-04-04,
2563,TELA,2023-04-04,
2564,TENB,2023-04-04,
2565,TER,2023-04-04,
2566,TERN,2023-04-04,
2567,TEVA,2023-04-04,
2568,TEX,2023-04-04,
2569,TFC,2023-04-04,
2570,TFIN,2023-04-04,
2571,TFSL,2023-04-04,
2572,TFX,2023-04-04,
2573,TG,2023-04-04,
2574,TGLS,2023-04-04,
2575,TGNA,2023-04-04,
2576,TGT,2023-04-04,
2577,TGTX,2023-04-04,
2578,TH,2023-04-04,
2579,THC,2023-04-04,
2580,THFF,2023-04-04,
2581,THG,2023-04-04,
2582,THO,2023-04-04,
2583,THR,2023-04-04,
2584,THRM,2023-04-04,
2585,THRX,2023-04-04,
2586,THRY,2023-04-04,
2587,THS,2023-04-04,
2588,TIG,2023-04-04,
2589,TILE,2023-04-04,
2590,TIPT,2023-04-04,
2591,TISI,2023-04-04,
2592,TITN,2023-04-04,
2593,TJX,2023-04-04,
2594,TKR,2023-04-04,
2595,TLYS,2023-04-04,
2596,TMCI,2023-04-04,
2597,TMDX,2023-04-04,
2598,TMHC,2023-04-04,
2599,TMO,2023-04-04,
2600,TMP,2023-04-04,
2601,TMST,2023-04-04,
2602,TMUS,2023-04-04,
2603,TNC,2023-04-04,
2604,TNDM,2023-04-04,
2605,TNET,2023-04-04,
2606,TOL,2023-04-04,
2607,TOST,2023-04-04,
2608,TPB,2023-04-04,
2609,TPC,2023-04-04,
2610,TPH,2023-04-04,0.0
2611,TPIC,2023-04-04,0.0
2612,TPL,2023-04-04,
2613,TPR,2023-04-04,
2614,TPVG,2023-04-04,
2615,TR,2023-04-04,
2616,TRC,2023-04-04,
2617,TRDA,2023-04-04,
2618,TREE,2023-04-04,0.0
2619,TREX,2023-04-04,
2620,TRGP,2023-04-04,
2621,TRIN,2023-04-04,
2622,TRIP,2023-04-04,
2623,TRMB,2023-04-04,
2624,TRMK,2023-04-04,
2625,TRN,2023-04-04,
2626,TRNO,2023-04-04,
2627,TRNS,2023-04-04,
2628,TROW,2023-04-04,
2629,TROX,2023-04-04,
2630,TRS,2023-04-04,
2631,TRST,2023-04-04,
2632,TRTN,2023-04-04,
2633,TRTX,2023-04-04,
2634,TRU,2023-04-04,
2635,TRUP,2023-04-04,
2636,TRV,2023-04-04,
2637,TSBK,2023-04-04,
2638,TSCO,2023-04-04,
2639,TSE,2023-04-04,0.0
2640,TSLA,2023-04-04,
2641,TSLX,2023-04-04,
2642,TSN,2023-04-04,
2643,TSQ,2023-04-04,
2644,TSRI,2023-04-04,
2645,TSVT,2023-04-04,
2646,TT,2023-04-04,
2647,TTC,2023-04-04,
2648,TTD,2023-04-04,
2649,TTEC,2023-04-04,
2650,TTEK,2023-04-04,
2651,TTGT,2023-04-04,
2652,TTMI,2023-04-04,
2653,TTWO,2023-04-04,
2654,TVTX,2023-04-04,
2655,TW,2023-04-04,
2656,TWI,2023-04-04,
2657,TWIN,2023-04-04,
2658,TWKS,2023-04-04,
2659,TWLO,2023-04-04,
2660,TWNK,2023-04-04,
2661,TWO,2023-04-04,
2662,TWOU,2023-04-04,
2663,TWST,2023-04-04,
2664,TXG,2023-04-04,
2665,TXN,2023-04-04,
2666,TXRH,2023-04-04,
2667,TXT,2023-04-04,
2668,TYL,2023-04-04,
2669,TYRA,2023-04-04,
2670,U,2023-04-04,0.0
2671,UAA,2023-04-04,
2672,UAL,2023-04-04,
2673,UAN,2023-04-04,
2674,UBA,2023-04-04,
2675,UBCP,2023-04-04,
2676,UBER,2023-04-04,
2677,UBFO,2023-04-04,0.0
2678,UBSI,2023-04-04,
2679,UCBI,2023-04-04,
2680,UCTT,2023-04-04,
2681,UDMY,2023-04-04,
2682,UDR,2023-04-04,
2683,UE,2023-04-04,
2684,UEIC,2023-04-04,0.0
2685,UFCS,2023-04-04,
2686,UFI,2023-04-04,
2687,UFPI,2023-04-04,
2688,UFPT,2023-04-04,
2689,UG,2023-04-04,
2690,UGI,2023-04-04,
2691,UHAL,2023-04-04,
2692,UHS,2023-04-04,
2693,UHT,2023-04-04,
2694,ULCC,2023-04-04,
2695,ULH,2023-04-04,
2696,ULTA,2023-04-04,
2697,UMBF,2023-04-04,
2698,UMH,2023-04-04,
2699,UNB,2023-04-04,
2700,UNF,2023-04-04,
2701,UNFI,2023-04-04,
2702,UNH,2023-04-04,
2703,UNM,2023-04-04,
2704,UNP,2023-04-04,
2705,UNTY,2023-04-04,
2706,UNVR,2023-04-04,
2707,UONE,2023-04-04,
2708,UPBD,2023-04-04,
2709,UPS,2023-04-04,
2710,UPST,2023-04-04,
2711,UPWK,2023-04-04,
2712,URBN,2023-04-04,
2713,URI,2023-04-04,
2714,USAP,2023-04-04,
2715,USAU,2023-04-04,
2716,USB,2023-04-04,
2717,USCB,2023-04-04,
2718,USFD,2023-04-04,
2719,USLM,2023-04-04,
2720,USM,2023-04-04,
2721,USNA,2023-04-04,
2722,USPH,2023-04-04,
2723,USX,2023-04-04,0.0
2724,UTHR,2023-04-04,
2725,UTI,2023-04-04,
2726,UTL,2023-04-04,
2727,UTMD,2023-04-04,
2728,UTZ,2023-04-04,
2729,UUUU,2023-04-04,
2730,UVE,2023-04-04,
2731,UVSP,2023-04-04,
2732,UVV,2023-04-04,
2733,UWMC,2023-04-04,
2734,V,2023-04-04,
2735,VABK,2023-04-04,0.0
2736,VAC,2023-04-04,
2737,VAL,2023-04-04,
2738,VALU,2023-04-04,
2739,VBFC,2023-04-04,
2740,VBTX,2023-04-04,
2741,VC,2023-04-04,
2742,VCEL,2023-04-04,
2743,VCTR,2023-04-04,
2744,VCYT,2023-04-04,
2745,VECO,2023-04-04,
2746,VEEV,2023-04-04,
2747,VEL,2023-04-04,
