,ticker,date,trade
952,F,2023-04-04,
953,FA,2023-04-04,
954,FAF,2023-04-04,
955,FANG,2023-04-04,0.0
956,FARO,2023-04-04,
957,FAST,2023-04-04,
958,FATE,2023-04-04,0.0
959,FBHS,2023-04-04,
960,FBIZ,2023-04-04,
961,FBK,2023-04-04,
962,FBMS,2023-04-04,
963,FBNC,2023-04-04,
964,FBP,2023-04-04,
965,FBRT,2023-04-04,0.0
966,FC,2023-04-04,
967,FCAP,2023-04-04,
968,FCBC,2023-04-04,
969,FCCO,2023-04-04,
970,FCF,2023-04-04,
971,FCFS,2023-04-04,
972,FCN,2023-04-04,
973,FCNCA,2023-04-04,
974,FCPT,2023-04-04,
975,FCX,2023-04-04,
976,FDBC,2023-04-04,
977,FDMT,2023-04-04,
978,FDP,2023-04-04,
979,FDS,2023-04-04,
980,FDUS,2023-04-04,
981,FDX,2023-04-04,
982,FE,2023-04-04,
983,FEAM,2023-04-04,0.0
984,FEIM,2023-04-04,
985,FELE,2023-04-04,
986,FENC,2023-04-04,
987,FERG,2023-04-04,
988,FET,2023-04-04,
989,FF,2023-04-04,0.0
990,FFBC,2023-04-04,
991,FFIC,2023-04-04,
992,FFIN,2023-04-04,
993,FFIV,2023-04-04,
994,FFNW,2023-04-04,
995,FFWM,2023-04-04,
996,FGBI,2023-04-04,
997,FGEN,2023-04-04,0.0
998,FGMC,2023-04-04,
999,FHB,2023-04-04,
1000,FHI,2023-04-04,
1001,FHN,2023-04-04,
1002,FHTX,2023-04-04,0.0
1003,FIBK,2023-04-04,
1004,FIGS,2023-04-04,
1005,FINW,2023-04-04,
1006,FIS,2023-04-04,0.0
1007,FISI,2023-04-04,
1008,FISV,2023-04-04,
1009,FITB,2023-04-04,
1010,FIVE,2023-04-04,
1011,FIVN,2023-04-04,
1012,FIX,2023-04-04,
1013,FIZZ,2023-04-04,
1014,FL,2023-04-04,
1015,FLEX,2023-04-04,
1016,FLGT,2023-04-04,
1017,FLIC,2023-04-04,
1018,FLL,2023-04-04,
1019,FLNC,2023-04-04,
1020,FLO,2023-04-04,
1021,FLR,2023-04-04,
1022,FLS,2023-04-04,
1023,FLT,2023-04-04,
1024,FLWS,2023-04-04,0.0
1025,FLXS,2023-04-04,
1026,FLYW,2023-04-04,
1027,FMAO,2023-04-04,
1028,FMBH,2023-04-04,
1029,FMC,2023-04-04,
1030,FMNB,2023-04-04,
1031,FN,2023-04-04,
1032,FNA,2023-04-04,
1033,FNB,2023-04-04,
1034,FNCB,2023-04-04,
1035,FND,2023-04-04,
1036,FNF,2023-04-04,
1037,FNKO,2023-04-04,
1038,FNLC,2023-04-04,
1039,FNVT,2023-04-04,
1040,FNWB,2023-04-04,
1041,FNWD,2023-04-04,
1042,FOCS,2023-04-04,
1043,FOLD,2023-04-04,
1044,FONR,2023-04-04,
1045,FOR,2023-04-04,
1046,FORG,2023-04-04,
1047,FORM,2023-04-04,
1048,FORR,2023-04-04,
1049,FOUR,2023-04-04,
1050,FOXA,2023-04-04,
1051,FOXF,2023-04-04,
1052,FPI,2023-04-04,
1053,FR,2023-04-04,
1054,FRAF,2023-04-04,
1055,FRD,2023-04-04,
1056,FREY,2023-04-04,
1057,FRG,2023-04-04,
1058,FRGI,2023-04-04,
1059,FRHC,2023-04-04,
1060,FRME,2023-04-04,
1061,FROG,2023-04-04,
1062,FRPH,2023-04-04,
1063,FRPT,2023-04-04,
1064,FRSH,2023-04-04,
1065,FRST,2023-04-04,
1066,FRT,2023-04-04,
1067,FSBC,2023-04-04,
1068,FSBW,2023-04-04,
1069,FSEA,2023-04-04,
1070,FSFG,2023-04-04,
1071,FSK,2023-04-04,
1072,FSLR,2023-04-04,
1073,FSLY,2023-04-04,
1074,FSR,2023-04-04,
1075,FSS,2023-04-04,
1076,FSTR,2023-04-04,
1077,FTAI,2023-04-04,
1078,FTDR,2023-04-04,
1079,FTI,2023-04-04,
1080,FTV,2023-04-04,
1081,FUL,2023-04-04,
1082,FULT,2023-04-04,
1083,FUNC,2023-04-04,0.0
1084,FUSB,2023-04-04,
1085,FVCB,2023-04-04,
1086,FWONA,2023-04-04,
1087,FWRD,2023-04-04,
1088,FWRG,2023-04-04,
1089,FXNC,2023-04-04,0.0
1090,FYBR,2023-04-04,
1091,G,2023-04-04,
1092,GABC,2023-04-04,
1093,GAIN,2023-04-04,
1094,GATO,2023-04-04,
1095,GATX,2023-04-04,
1096,GBCI,2023-04-04,
1097,GBDC,2023-04-04,
1098,GBLI,2023-04-04,
1099,GBNY,2023-04-04,
1100,GBTG,2023-04-04,
1101,GBX,2023-04-04,
1102,GCBC,2023-04-04,
1103,GCO,2023-04-04,
1104,GD,2023-04-04,
1105,GDEN,2023-04-04,
1106,GDOT,2023-04-04,
1107,GDRX,2023-04-04,
1108,GDST,2023-04-04,
1109,GDYN,2023-04-04,
1110,GE,2023-04-04,
1111,GECC,2023-04-04,
1112,GEF,2023-04-04,0.0
1113,GEL,2023-04-04,
1114,GENC,2023-04-04,
1115,GEO,2023-04-04,
1116,GEOS,2023-04-04,
1117,GES,2023-04-04,
1118,GETY,2023-04-04,
1119,GFF,2023-04-04,
1120,GGG,2023-04-04,
1121,GH,2023-04-04,0.0
1122,GHC,2023-04-04,
1123,GHI,2023-04-04,
1124,GHL,2023-04-04,
1125,GHLD,2023-04-04,
1126,GHM,2023-04-04,
1127,GHSI,2023-04-04,
1128,GIC,2023-04-04,
1129,GIII,2023-04-04,0.0
1130,GILD,2023-04-04,
1131,GIS,2023-04-04,
1132,GKOS,2023-04-04,
1133,GL,2023-04-04,
1134,GLAD,2023-04-04,
1135,GLBZ,2023-04-04,
1136,GLDD,2023-04-04,0.0
1137,GLP,2023-04-04,
1138,GLPI,2023-04-04,
1139,GLRE,2023-04-04,0.0
1140,GLSI,2023-04-04,
1141,GLUE,2023-04-04,
1142,GLW,2023-04-04,
1143,GM,2023-04-04,
1144,GME,2023-04-04,
1145,GMED,2023-04-04,
1146,GMRE,2023-04-04,
1147,GMS,2023-04-04,
1148,GNE,2023-04-04,
1149,GNK,2023-04-04,
1150,GNL,2023-04-04,
1151,GNRC,2023-04-04,
1152,GNTX,2023-04-04,
1153,GNTY,2023-04-04,
1154,GNW,2023-04-04,
1155,GO,2023-04-04,
1156,GOCO,2023-04-04,
1157,GOLF,2023-04-04,
1158,GOOD,2023-04-04,
1159,GOOGL,2023-04-04,
1160,GPC,2023-04-04,
1161,GPI,2023-04-04,
1162,GPK,2023-04-04,
1163,GPN,2023-04-04,
1164,GPOR,2023-04-04,
1165,GPP,2023-04-04,
1166,GPRE,2023-04-04,
1167,GPS,2023-04-04,
1168,GRBK,2023-04-04,
1169,GRC,2023-04-04,
1170,GRMN,2023-04-04,
1171,GRND,2023-04-04,
1172,GRNT,2023-04-04,
1173,GS,2023-04-04,
1174,GSBC,2023-04-04,
1175,GSBD,2023-04-04,
1176,GSHD,2023-04-04,
1177,GT,2023-04-04,
1178,GTES,2023-04-04,
1179,GTLB,2023-04-04,
1180,GTLS,2023-04-04,
1181,GTN,2023-04-04,
1182,GTY,2023-04-04,
1183,GVA,2023-04-04,
1184,GWRE,2023-04-04,
1185,GWRS,2023-04-04,
1186,GWW,2023-04-04,
1187,GXO,2023-04-04,
1188,H,2023-04-04,
1189,HA,2023-04-04,
1190,HAE,2023-04-04,
1191,HAFC,2023-04-04,0.0
1192,HAIN,2023-04-04,
1193,HAL,2023-04-04,
1194,HALL,2023-04-04,0.0
1195,HALO,2023-04-04,
1196,HAS,2023-04-04,
1197,HASI,2023-04-04,
1198,HAYN,2023-04-04,
1199,HAYW,2023-04-04,
1200,HBAN,2023-04-04,
1201,HBB,2023-04-04,
1202,HBCP,2023-04-04,
1203,HBI,2023-04-04,0.0
1204,HBNC,2023-04-04,
1205,HBT,2023-04-04,
1206,HCAT,2023-04-04,
1207,HCC,2023-04-04,0.0
1208,HCCI,2023-04-04,
1209,HCDI,2023-04-04,
1210,HCI,2023-04-04,
1211,HCKT,2023-04-04,
1212,HCP,2023-04-04,
1213,HCSG,2023-04-04,
1214,HD,2023-04-04,
1215,HDSN,2023-04-04,
1216,HE,2023-04-04,
1217,HEAR,2023-04-04,0.0
1218,HEES,2023-04-04,
1219,HEI,2023-04-04,
1220,HELE,2023-04-04,
1221,HEP,2023-04-04,
1222,HES,2023-04-04,
1223,HESM,2023-04-04,
1224,HFBL,2023-04-04,
1225,HFWA,2023-04-04,
1226,HGTY,2023-04-04,
1227,HGV,2023-04-04,
1228,HHC,2023-04-04,
1229,HHGC,2023-04-04,
1230,HI,2023-04-04,
1231,HIBB,2023-04-04,
1232,HIG,2023-04-04,
1233,HII,2023-04-04,
1234,HIMS,2023-04-04,
1235,HIPO,2023-04-04,0.0
1236,HIW,2023-04-04,
1237,HL,2023-04-04,
1238,HLI,2023-04-04,
1239,HLIO,2023-04-04,
1240,HLIT,2023-04-04,
1241,HLMN,2023-04-04,
1242,HLNE,2023-04-04,
1243,HLX,2023-04-04,
1244,HMN,2023-04-04,
1245,HMNF,2023-04-04,
1246,HMST,2023-04-04,
1247,HNI,2023-04-04,
1248,HNNA,2023-04-04,
1249,HNRG,2023-04-04,
1250,HOFT,2023-04-04,
1251,HOFV,2023-04-04,
1252,HOG,2023-04-04,
1253,HOLX,2023-04-04,
1254,HOMB,2023-04-04,
1255,HON,2023-04-04,
1256,HONE,2023-04-04,
1257,HOOD,2023-04-04,
1258,HOPE,2023-04-04,
1259,HOUS,2023-04-04,0.0
1260,HOV,2023-04-04,
1261,HP,2023-04-04,
1262,HPE,2023-04-04,
1263,HPK,2023-04-04,0.0
1264,HPP,2023-04-04,
1265,HQI,2023-04-04,
1266,HQY,2023-04-04,
1267,HR,2023-04-04,
1268,HRB,2023-04-04,
1269,HRI,2023-04-04,
1270,HRL,2023-04-04,
1271,HRMY,2023-04-04,
1272,HROW,2023-04-04,
1273,HRT,2023-04-04,
1274,HRZN,2023-04-04,
1275,HSC,2023-04-04,
1276,HSIC,2023-04-04,
1277,HSII,2023-04-04,
1278,HSKA,2023-04-04,
1279,HSON,2023-04-04,
1280,HST,2023-04-04,
1281,HSTM,2023-04-04,
1282,HSY,2023-04-04,
1283,HT,2023-04-04,0.0
1284,HTBI,2023-04-04,
1285,HTBK,2023-04-04,
1286,HTGC,2023-04-04,
1287,HTH,2023-04-04,
1288,HTIA,2023-04-04,
1289,HTLD,2023-04-04,
1290,HTLF,2023-04-04,
1291,HTZ,2023-04-04,
1292,HUBB,2023-04-04,
1293,HUBG,2023-04-04,
1294,HUBS,2023-04-04,
1295,HUM,2023-04-04,
1296,HUN,2023-04-04,
1297,HURC,2023-04-04,
1298,HURN,2023-04-04,
1299,HVBC,2023-04-04,
1300,HVT,2023-04-04,
1301,HWBK,2023-04-04,
1302,HWC,2023-04-04,
1303,HWKN,2023-04-04,
1304,HWM,2023-04-04,
1305,HXL,2023-04-04,
1306,HY,2023-04-04,
1307,HZNP,2023-04-04,
1308,HZO,2023-04-04,
1309,IAC,2023-04-04,
1310,IART,2023-04-04,
1311,IAS,2023-04-04,
1312,IBCP,2023-04-04,
1313,IBKR,2023-04-04,
1314,IBM,2023-04-04,
1315,IBOC,2023-04-04,0.0
1316,IBP,2023-04-04,
1317,IBTX,2023-04-04,
1318,ICCC,2023-04-04,
1319,ICCH,2023-04-04,0.0
1320,ICE,2023-04-04,
1321,ICFI,2023-04-04,
1322,ICHR,2023-04-04,
1323,ICPT,2023-04-04,
1324,ICUI,2023-04-04,
1325,ICVX,2023-04-04,
1326,IDA,2023-04-04,
1327,IDCC,2023-04-04,
1328,IDT,2023-04-04,
1329,IDXX,2023-04-04,
1330,IDYA,2023-04-04,
1331,IEP,2023-04-04,
1332,IESC,2023-04-04,
1333,IEX,2023-04-04,
1334,IFF,2023-04-04,
1335,IGMS,2023-04-04,
1336,III,2023-04-04,
1337,IIIN,2023-04-04,
1338,IIIV,2023-04-04,
1339,IIPR,2023-04-04,
1340,ILMN,2023-04-04,
1341,IMAX,2023-04-04,
1342,IMKTA,2023-04-04,
1343,IMMR,2023-04-04,0.0
1344,IMO,2023-04-04,0.0
1345,IMRX,2023-04-04,
1346,IMVT,2023-04-04,0.0
1347,IMXI,2023-04-04,
1348,INBK,2023-04-04,
1349,INBX,2023-04-04,0.0
1350,INCY,2023-04-04,
1351,INDB,2023-04-04,
1352,INDI,2023-04-04,
1353,INDT,2023-04-04,
1354,INFA,2023-04-04,
1355,INFN,2023-04-04,
1356,INFU,2023-04-04,
1357,INGN,2023-04-04,0.0
1358,INGR,2023-04-04,
1359,INMB,2023-04-04,
1360,INN,2023-04-04,
1361,INNV,2023-04-04,
1362,INOD,2023-04-04,
1363,INSM,2023-04-04,0.0
1364,INSP,2023-04-04,
1365,INST,2023-04-04,
1366,INSW,2023-04-04,
1367,INT,2023-04-04,
1368,INTA,2023-04-04,
1369,INTC,2023-04-04,
1370,INTT,2023-04-04,
1371,INTU,2023-04-04,
1372,INVA,2023-04-04,
1373,INVE,2023-04-04,
1374,INVH,2023-04-04,
1375,INZY,2023-04-04,
1376,IONQ,2023-04-04,
1377,IONS,2023-04-04,
1378,IOR,2023-04-04,
1379,IOSP,2023-04-04,
1380,IOT,2023-04-04,
1381,IOVA,2023-04-04,0.0
1382,IP,2023-04-04,
1383,IPAR,2023-04-04,
1384,IPG,2023-04-04,
1385,IPGP,2023-04-04,
1386,IPI,2023-04-04,
1387,IPWR,2023-04-04,
1388,IQV,2023-04-04,
1389,IR,2023-04-04,
1390,IRBT,2023-04-04,0.0
1391,IRDM,2023-04-04,
1392,IRM,2023-04-04,
1393,IRMD,2023-04-04,
1394,IRON,2023-04-04,
1395,IROQ,2023-04-04,
1396,IRT,2023-04-04,
1397,IRTC,2023-04-04,
1398,IRWD,2023-04-04,
1399,ISDR,2023-04-04,
1400,ISEE,2023-04-04,
1401,ISIG,2023-04-04,
1402,ISRG,2023-04-04,
1403,ISSC,2023-04-04,
1404,ISTR,2023-04-04,0.0
1405,IT,2023-04-04,
1406,ITCI,2023-04-04,
1407,ITGR,2023-04-04,
1408,ITIC,2023-04-04,
1409,ITOS,2023-04-04,
1410,ITRI,2023-04-04,
1411,ITT,2023-04-04,
1412,ITW,2023-04-04,
1413,IVAC,2023-04-04,
1414,IVR,2023-04-04,
1415,IVT,2023-04-04,
1416,IVZ,2023-04-04,
1417,J,2023-04-04,
1418,JAKK,2023-04-04,
1419,JAMF,2023-04-04,
1420,JANX,2023-04-04,
1421,JAZZ,2023-04-04,
1422,JBGS,2023-04-04,
1423,JBHT,2023-04-04,
1424,JBI,2023-04-04,
1425,JBL,2023-04-04,
1426,JBLU,2023-04-04,
1427,JBSS,2023-04-04,
1428,JBT,2023-04-04,
1429,JCI,2023-04-04,
1430,JCTCF,2023-04-04,
1431,JEF,2023-04-04,
1432,JELD,2023-04-04,
1433,JHG,2023-04-04,
1434,JJSF,2023-04-04,
1435,JKHY,2023-04-04,
1436,JLL,2023-04-04,
1437,JNJ,2023-04-04,
1438,JNPR,2023-04-04,
1439,JOE,2023-04-04,
1440,JOUT,2023-04-04,
1441,JPM,2023-04-04,
1442,JRVR,2023-04-04,
1443,JWN,2023-04-04,
1444,JXN,2023-04-04,
1445,JYNT,2023-04-04,
1446,K,2023-04-04,
1447,KAI,2023-04-04,
1448,KALA,2023-04-04,
1449,KALU,2023-04-04,
1450,KALV,2023-04-04,
1451,KAMN,2023-04-04,
1452,KAR,2023-04-04,
1453,KBAL,2023-04-04,
1454,KBH,2023-04-04,
1455,KBR,2023-04-04,
1456,KD,2023-04-04,
1457,KDNY,2023-04-04,
1458,KDP,2023-04-04,
1459,KE,2023-04-04,
1460,KELYA,2023-04-04,
1461,KEQU,2023-04-04,
1462,KEX,2023-04-04,
1463,KEY,2023-04-04,
1464,KEYS,2023-04-04,
1465,KFFB,2023-04-04,
1466,KFRC,2023-04-04,
1467,KFS,2023-04-04,0.0
1468,KFY,2023-04-04,
1469,KHC,2023-04-04,
1470,KIDS,2023-04-04,
1471,KIM,2023-04-04,
1472,KKR,2023-04-04,
1473,KLAC,2023-04-04,
1474,KLIC,2023-04-04,
1475,KMB,2023-04-04,
1476,KMI,2023-04-04,
1477,KMPR,2023-04-04,
1478,KMT,2023-04-04,
1479,KMX,2023-04-04,
1480,KN,2023-04-04,
1481,KNSA,2023-04-04,
1482,KNSL,2023-04-04,
1483,KNTE,2023-04-04,0.0
1484,KNX,2023-04-04,
1485,KO,2023-04-04,
1486,KOD,2023-04-04,
1487,KOP,2023-04-04,
1488,KOS,2023-04-04,
1489,KR,2023-04-04,
1490,KRC,2023-04-04,
1491,KREF,2023-04-04,
1492,KRG,2023-04-04,
1493,KRNY,2023-04-04,
1494,KRO,2023-04-04,
1495,KROS,2023-04-04,
1496,KRP,2023-04-04,
1497,KRT,2023-04-04,
1498,KRTX,2023-04-04,
1499,KRUS,2023-04-04,
1500,KRYS,2023-04-04,
1501,KSS,2023-04-04,
1502,KTB,2023-04-04,
1503,KTCC,2023-04-04,
1504,KTOS,2023-04-04,
1505,KURA,2023-04-04,
1506,KVHI,2023-04-04,
1507,KW,2023-04-04,
1508,KWR,2023-04-04,
1509,KYCH,2023-04-04,
1510,KYMR,2023-04-04,
1511,L,2023-04-04,
1512,LAD,2023-04-04,
1513,LADR,2023-04-04,0.0
1514,LAKE,2023-04-04,
1515,LAMR,2023-04-04,
1516,LANC,2023-04-04,
1517,LAND,2023-04-04,
1518,LARK,2023-04-04,
1519,LASR,2023-04-04,
1520,LAUR,2023-04-04,
1521,LAW,2023-04-04,0.0
1522,LAZ,2023-04-04,
1523,LAZR,2023-04-04,
1524,LAZY,2023-04-04,
1525,LBAI,2023-04-04,
1526,LBC,2023-04-04,
1527,LBRDA,2023-04-04,
1528,LBRT,2023-04-04,
1529,LBTYA,2023-04-04,0.0
1530,LC,2023-04-04,
1531,LCID,2023-04-04,
1532,LCII,2023-04-04,
1533,LCNB,2023-04-04,
1534,LCUT,2023-04-04,
1535,LDOS,2023-04-04,
1536,LE,2023-04-04,
1537,LEA,2023-04-04,
1538,LECO,2023-04-04,
1539,LEE,2023-04-04,
1540,LEG,2023-04-04,
1541,LEGH,2023-04-04,
1542,LEN,2023-04-04,
1543,LEVI,2023-04-04,
1544,LFST,2023-04-04,
1545,LFUS,2023-04-04,
1546,LGF.B,2023-04-04,
1547,LGIH,2023-04-04,
1548,LGND,2023-04-04,
1549,LH,2023-04-04,
1550,LHX,2023-04-04,
1551,LILA,2023-04-04,
1552,LIN,2023-04-04,
1553,LINC,2023-04-04,
1554,LINK,2023-04-04,
1555,LITE,2023-04-04,
1556,LIVE,2023-04-04,
1557,LIVN,2023-04-04,
1558,LKFN,2023-04-04,
1559,LKQ,2023-04-04,
1560,LLY,2023-04-04,
1561,LMAT,2023-04-04,
1562,LMB,2023-04-04,
1563,LMND,2023-04-04,
1564,LMNR,2023-04-04,
1565,LMST,2023-04-04,
1566,LMT,2023-04-04,
1567,LNC,2023-04-04,
1568,LNN,2023-04-04,
1569,LNT,2023-04-04,
1570,LNTH,2023-04-04,
1571,LNW,2023-04-04,
1572,LOAN,2023-04-04,
1573,LOB,2023-04-04,
1574,LOCO,2023-04-04,
1575,LOGI,2023-04-04,
1576,LOPE,2023-04-04,
1577,LOVE,2023-04-04,
1578,LPG,2023-04-04,
1579,LPLA,2023-04-04,
1580,LPRO,2023-04-04,0.0
1581,LPX,2023-04-04,
1582,LQDA,2023-04-04,
1583,LQDT,2023-04-04,
1584,LRCX,2023-04-04,
1585,LRFC,2023-04-04,
1586,LRN,2023-04-04,
1587,LSBK,2023-04-04,
1588,LSCC,2023-04-04,
1589,LSEA,2023-04-04,
1590,LSI,2023-04-04,
1591,LSTR,2023-04-04,
1592,LTC,2023-04-04,
1593,LTH,2023-04-04,
1594,LTHM,2023-04-04,
1595,LTRN,2023-04-04,
1596,LULU,2023-04-04,
1597,LUNA,2023-04-04,
1598,LUNG,2023-04-04,
1599,LUNR,2023-04-04,
1600,LUV,2023-04-04,
1601,LVS,2023-04-04,
1602,LVWR,2023-04-04,
1603,LW,2023-04-04,
1604,LWAY,2023-04-04,
1605,LWLG,2023-04-04,
1606,LXFR,2023-04-04,
1607,LXP,2023-04-04,
1608,LXU,2023-04-04,
1609,LYB,2023-04-04,
1610,LYFT,2023-04-04,0.0
1611,LYTS,2023-04-04,
1612,LZ,2023-04-04,
1613,LZB,2023-04-04,
1614,M,2023-04-04,-1.0
1615,MA,2023-04-04,
1616,MAA,2023-04-04,
1617,MAC,2023-04-04,
1618,MACK,2023-04-04,
1619,MAIN,2023-04-04,0.0
1620,MAN,2023-04-04,
1621,MANH,2023-04-04,
1622,MAR,2023-04-04,
1623,MARA,2023-04-04,
1624,MARPS,2023-04-04,
1625,MASI,2023-04-04,
1626,MASS,2023-04-04,
1627,MAT,2023-04-04,
1628,MATV,2023-04-04,
1629,MATW,2023-04-04,
1630,MATX,2023-04-04,
1631,MAXR,2023-04-04,
1632,MAYS,2023-04-04,
1633,MBCN,2023-04-04,
1634,MBIN,2023-04-04,0.0
1635,MBUU,2023-04-04,
1636,MBWM,2023-04-04,0.0
1637,MC,2023-04-04,
1638,MCB,2023-04-04,
1639,MCBC,2023-04-04,
1640,MCBS,2023-04-04,
1641,MCFT,2023-04-04,
1642,MCHP,2023-04-04,
1643,MCO,2023-04-04,
1644,MCRB,2023-04-04,0.0
1645,MCRI,2023-04-04,
1646,MCS,2023-04-04,
1647,MCW,2023-04-04,
1648,MCY,2023-04-04,
1649,MD,2023-04-04,
1650,MDB,2023-04-04,0.0
1651,MDC,2023-04-04,
1652,MDGL,2023-04-04,0.0
1653,MDLZ,2023-04-04,
1654,MDRX,2023-04-04,
1655,MDT,2023-04-04,
1656,MDU,2023-04-04,
1657,MDV,2023-04-04,
1658,MDWT,2023-04-04,0.0
1659,MEC,2023-04-04,
1660,MED,2023-04-04,
1661,MEDP,2023-04-04,
1662,MEG,2023-04-04,
1663,MEI,2023-04-04,
1664,MELI,2023-04-04,
1665,MERC,2023-04-04,
1666,MET,2023-04-04,
1667,META,2023-04-04,
1668,METC,2023-04-04,
1669,MFA,2023-04-04,
1670,MFIC,2023-04-04,0.0
1671,MFIN,2023-04-04,-1.0
1672,MG,2023-04-04,
1673,MGEE,2023-04-04,
1674,MGM,2023-04-04,
1675,MGNI,2023-04-04,
1676,MGNX,2023-04-04,
1677,MGPI,2023-04-04,
1678,MGRC,2023-04-04,
1679,MGTX,2023-04-04,
1680,MGY,2023-04-04,
1681,MGYR,2023-04-04,
1682,MHH,2023-04-04,
1683,MHK,2023-04-04,
1684,MHO,2023-04-04,
1685,MIDD,2023-04-04,
1686,MIR,2023-04-04,
1687,MIRM,2023-04-04,
1688,MITK,2023-04-04,
1689,MITT,2023-04-04,
1690,MIXT,2023-04-04,
1691,MKC,2023-04-04,
1692,MKL,2023-04-04,
1693,MKSI,2023-04-04,
1694,MKTX,2023-04-04,
1695,MLAB,2023-04-04,
1696,MLI,2023-04-04,
1697,MLKN,2023-04-04,
1698,MLM,2023-04-04,
1699,MLNK,2023-04-04,
1700,MLP,2023-04-04,
1701,MLR,2023-04-04,
1702,MLTX,2023-04-04,
1703,MLVF,2023-04-04,
1704,MMC,2023-04-04,
1705,MMI,2023-04-04,
1706,MMM,2023-04-04,
1707,MMP,2023-04-04,
1708,MMS,2023-04-04,
1709,MMSI,2023-04-04,
1710,MNRO,2023-04-04,
1711,MNSB,2023-04-04,-1.0
1712,MNST,2023-04-04,
1713,MNTK,2023-04-04,
1714,MNTV,2023-04-04,
1715,MNTX,2023-04-04,
1716,MOD,2023-04-04,
1717,MODG,2023-04-04,
1718,MODN,2023-04-04,
1719,MODV,2023-04-04,
1720,MOFG,2023-04-04,
1721,MOG.A,2023-04-04,
1722,MOH,2023-04-04,
1723,MORF,2023-04-04,
1724,MORN,2023-04-04,
1725,MOS,2023-04-04,
1726,MOV,2023-04-04,
1727,MP,2023-04-04,
1728,MPAA,2023-04-04,
1729,MPB,2023-04-04,
1730,MPC,2023-04-04,0.0
1731,MPLX,2023-04-04,
1732,MPW,2023-04-04,
1733,MPWR,2023-04-04,
1734,MPX,2023-04-04,
1735,MRAM,2023-04-04,
1736,MRBK,2023-04-04,
1737,MRC,2023-04-04,
1738,MRCC,2023-04-04,
1739,MRCY,2023-04-04,
1740,MRK,2023-04-04,
1741,MRNA,2023-04-04,
1742,MRNS,2023-04-04,
1743,MRO,2023-04-04,
1744,MRTN,2023-04-04,
1745,MRTX,2023-04-04,
1746,MRUS,2023-04-04,
1747,MRVI,2023-04-04,
1748,MRVL,2023-04-04,
1749,MS,2023-04-04,
1750,MSA,2023-04-04,
1751,MSB,2023-04-04,
1752,MSBI,2023-04-04,0.0
1753,MSEX,2023-04-04,
1754,MSFT,2023-04-04,
1755,MSGE,2023-04-04,
1756,MSGM,2023-04-04,
1757,MSM,2023-04-04,
1758,MSVB,2023-04-04,
1759,MTB,2023-04-04,
1760,MTD,2023-04-04,0.0
1761,MTDR,2023-04-04,
1762,MTEX,2023-04-04,
1763,MTG,2023-04-04,-1.0
1764,MTH,2023-04-04,
1765,MTN,2023-04-04,
1766,MTRN,2023-04-04,
1767,MTRX,2023-04-04,
1768,MTRY,2023-04-04,
1769,MTSI,2023-04-04,
1770,MTW,2023-04-04,
1771,MTX,2023-04-04,
1772,MTZ,2023-04-04,
1773,MU,2023-04-04,
1774,MUR,2023-04-04,
1775,MUSA,2023-04-04,
1776,MUX,2023-04-04,
1777,MVBF,2023-04-04,
1778,MWA,2023-04-04,
1779,MX,2023-04-04,
1780,MXC,2023-04-04,
1781,MXL,2023-04-04,
1782,MYE,2023-04-04,
1783,MYFW,2023-04-04,
1784,MYGN,2023-04-04,
1785,MYRG,2023-04-04,
1786,NABL,2023-04-04,
1787,NAII,2023-04-04,
1788,NAPA,2023-04-04,
1789,NARI,2023-04-04,
1790,NATI,2023-04-04,
1791,NATR,2023-04-04,
1792,NAVI,2023-04-04,0.0
1793,NBHC,2023-04-04,
1794,NBIX,2023-04-04,
1795,NBR,2023-04-04,
1796,NBTB,2023-04-04,
1797,NC,2023-04-04,
1798,NCLH,2023-04-04,0.0
1799,NCNO,2023-04-04,
1800,NCR,2023-04-04,
1801,NCSM,2023-04-04,
1802,NDAQ,2023-04-04,
1803,NDSN,2023-04-04,
1804,NE,2023-04-04,0.0
1805,NECB,2023-04-04,
1806,NEE,2023-04-04,
1807,NEM,2023-04-04,
1808,NEO,2023-04-04,
1809,NEOG,2023-04-04,
1810,NEON,2023-04-04,
1811,NEP,2023-04-04,
1812,NET,2023-04-04,0.0
1813,NEU,2023-04-04,
1814,NEWR,2023-04-04,
1815,NEWT,2023-04-04,
1816,NEX,2023-04-04,
1817,NFBK,2023-04-04,
1818,NFE,2023-04-04,
1819,NFG,2023-04-04,
1820,NFLX,2023-04-04,
1821,NG,2023-04-04,
1822,NGS,2023-04-04,
1823,NGVC,2023-04-04,
1824,NGVT,2023-04-04,
1825,NHC,2023-04-04,
1826,NHI,2023-04-04,
1827,NHTC,2023-04-04,
1828,NI,2023-04-04,0.0
1829,NIC,2023-04-04,
1830,NICK,2023-04-04,
1831,NJR,2023-04-04,
1832,NKE,2023-04-04,
1833,NKSH,2023-04-04,0.0
1834,NL,2023-04-04,
1835,NLY,2023-04-04,
1836,NMFC,2023-04-04,
1837,NMIH,2023-04-04,0.0
1838,NMRK,2023-04-04,
1839,NNI,2023-04-04,
1840,NNN,2023-04-04,
1841,NOC,2023-04-04,
1842,NODK,2023-04-04,
1843,NOG,2023-04-04,
1844,NOV,2023-04-04,
1845,NOVA,2023-04-04,
1846,NOVT,2023-04-04,
1847,NOW,2023-04-04,
1848,NPK,2023-04-04,
1849,NPO,2023-04-04,0.0
1850,NRC,2023-04-04,
