ticker,bm,mom12m,roeq,siccd
AKYA,0.2893796920914801,-0.06377551020408168,-0.1967198679141442,3826
ALB,0.24968777290198937,0.4774801233506054,0.168202320755199,2821
ALBO,0.328972505610674,0.30926916221033873,-0.3325210904580522,2834
ALCO,1.1593047550329818,-0.17357201594028715,-0.012923501079009773,100
ALDX,0.7286259251765568,0.49264705882352944,-0.08362531722297699,2834
ALE,0.801666414526463,0.005886963627570463,0.019272347722358904,4931
ALEC,0.3024320913752273,-0.4275,-0.20714014792338328,2836
ALEX,0.7662225525489494,-0.09986130374479885,-0.06352022711142655,6798
ALG,0.4051293680195267,0.12334320001166499,0.03957092713874993,3523
ALGM,0.16691607799033872,0.242626404494382,0.07918520936785856,3674
ALGN,0.1543092988742885,-0.47479319494303107,0.011306975382055322,3842
ALGT,0.6659539149599559,-0.5066384342451643,0.044134728038399525,4512
ALHC,0.1279159676053701,0.391559202813599,-0.2090915103768593,6324
ALK,0.5964810697764188,-0.11377453534827164,0.00575013068478829,4512
ALKS,0.22531166112756604,0.16968964127367991,-0.02709295836234027,2834
ALKT,0.23454537908509412,0.049327354260089606,-0.014981364792572756,7372
ALLE,0.09319554526928345,0.00879206242717423,0.17098445595854922,7381
ALLK,1.4973021648475313,0.3207885304659499,-0.13840105202213554,2834
ALLO,0.7256976918990208,-0.16012725344644752,-0.12817837696851592,2836
ALNY,0.032434763493347084,0.4927096774193549,-0.6914893086652408,2834
ALOT,0.8796285563964416,-0.08968307484828053,0.0035636776166518692,3577
ALPN,0.4619133258917084,-0.10864485981308414,-0.13334873814499276,2834
ALRM,0.2371041888342818,-0.19055649241146722,0.030457613645549837,7372
ALRS,0.7216951303607876,-0.28923918060141307,0.03131613046054474,6021
ALSN,0.20873250110481467,0.14186584425597548,0.18503937007874016,3714
ALT,0.2986569471568058,0.7385019710906702,-0.105643591882124,2834
ALTR,0.11198658782567884,-0.17960566851509552,0.02252912540684071,7372
ALVR,0.38497086526417856,-0.36604189636163176,-0.1506006492224337,2836
ALX,0.20373163083240986,-0.009700279783544707,0.053059038599373456,6798
ALXO,0.4931179023662602,-0.45519287833827904,-0.11165943240842315,2834
AM,0.4229511908899141,0.22314969393433515,0.037431477199002645,4922
AMAL,1.0265129655626024,0.3158660844250365,0.0460808020758855,6022
AMAT,0.13793063962292446,-0.1649604190226771,0.14080695423979006,3674
AMBA,0.14030907935502004,-0.3563894668867045,-0.03426504598597847,3674
AMCR,0.21551896239229543,0.042848416092154507,0.11715160796324656,3990
AMCX,0.6916058449272678,-0.5531081742535486,-0.264047364903285,4841
AMD,0.43134333758432347,-0.3771683462745745,0.00038502438487770895,3674
AME,0.2272260201145815,0.11569414938981848,0.043052729748402845,3621
AMED,0.3334963629898768,-0.41726078799249533,0.03122554120694391,8082
AMEH,0.2636298918555154,-0.3112254999010097,-0.005093664656628229,8742
AMGN,0.028567126364650457,0.14261563491270013,0.44237612920886943,2836
AMK,0.6420818075526071,0.11682834247153107,0.028321409288526767,6282
AMKR,0.5874763612131241,0.281991341991342,0.04711347827258895,3674
AMN,0.26960875581225285,-0.11568123393316199,0.07221845028354286,7363
AMNB,0.8791672058955963,-0.08019246190858065,0.028268551236749116,6021
AMOT,0.3467533963464859,0.1241190852869265,0.03283502004680071,3825
AMP,0.10120681446804433,0.15287952839220043,0.15167331900521952,6282
AMPH,0.26977830427317256,0.06256517205422307,0.03179206380042739,2834
AMPL,0.1785455911090524,-0.30320150659133704,-0.08149852899307203,7372
AMR,0.5754429386347965,0.8170910251753023,0.1608842949720377,1221
AMRC,0.3609206729053785,0.10544334132146527,0.02248350248716303,1700
AMRK,0.7227848424289799,0.15633535209595073,0.06630990836117619,5094
AMSC,0.7264076393362064,-0.34718826405867975,-0.10044766887181154,3621
AMSF,0.3041108732800594,0.28098781817319973,0.05570225645342462,6331
AMSWA,0.24394426111384543,-0.3196751913384357,0.015625351964619578,7372
AMWD,1.056648157823226,0.025028441410694047,0.017762147859509227,2430
AMZN,0.13784609417835902,-0.3335897118349097,0.002021979940213399,5961
AN,0.2775981926744502,0.07635009310986973,0.12699538843561547,5500
ANAB,0.42934191872622574,-0.23289850461342665,-0.11009312994157197,2834
ANDE,0.8077853638737472,-0.1608537946428571,0.007558327016579908,5150
ANET,0.11272534964736655,0.020728744939271238,0.09739287761748674,3576
ANF,0.4906071206252709,-0.2964966512107161,-0.0033454822390251862,5651
ANGO,0.5040576618624737,-0.44032744506678156,-0.02049555478805239,3841
ANIK,0.7757667821714324,-0.045751633986928164,-0.01459009690620053,3841
ANIP,0.6663631799395389,0.16386442487323194,-0.02755456444564061,2834
ANNX,1.2713914549428844,0.45136186770428033,-0.2086001285377639,2834
ANSS,0.20943909047239895,-0.1779086256859238,0.05677044073257719,7372
ANVS,0.4025254063666661,0.05536332179930792,-0.2163589227914953,2834
AOMR,1.2076680538886804,-0.45408581579666574,-0.2269333812526546,6500
AON,0.017474386920007155,0.09634289128247753,0.4256584536958369,6411
AORT,0.5235773628592892,-0.35400516795865633,0.008502281386706806,3841
AOSL,0.9316909744536063,-0.36573033707865177,0.007156659352275461,3674
AOUT,1.602123494823714,-0.36769964243146613,0.0018705952537437184,3480
APA,0.03477334962168984,0.37554519476613035,0.7383333333333333,1311
APAM,0.10178452697853714,-0.009782975373889724,0.22103073452286778,6282
APEI,1.0525845603113375,-0.385237613751264,-0.011904987943114283,8200
APEN,0.28619967925931855,0.7460035523978685,-0.23768585430683611,3841
APG,0.3833023844530056,-0.016887266088544073,0.010232558139534883,1700
APH,0.14516199313248046,0.03504546830378885,0.07723447320762757,3678
APLE,0.8338257461981146,0.04057435653002872,0.0007107294321911247,6798
APLS,0.026091981609099816,0.2407712203150718,-0.53995563015588,2834
APOG,0.37487406317362815,0.004689989453133592,0.06661714413858832,3231
APP,0.3744363213392198,-0.7798951048951049,-0.04225087172445749,7370
APPF,0.0603841141134407,-0.0616923349265357,-0.07246056967984935,7372
APPN,0.04459157925871922,-0.2884877384196185,-0.1990089162840721,7372
APPS,0.2587089730691498,-0.6276884527041136,0.0069071004442611255,6794
APRE,1.2947978287594823,-0.7276436781609195,-0.09233370956125315,2834
AQUA,0.12988892865792595,0.1011753860336484,0.013051811523279345,3580
AR,0.8196871521855679,0.2927152317880797,0.11757205533757194,1311
ARCB,0.4880630723436901,-0.06005679076083903,0.03315037308264642,4213
ARCH,0.485202793418911,0.4785629380661558,0.3966667818940173,1221
ARCT,0.3918726951672529,-0.12901861252115066,-0.20657579502920037,2834
ARHS,0.05725247276437542,0.917142857142857,0.2981258172308586,5712
ARIS,0.2357123704444005,0.11711711711711703,0.003284404014584821,1389
ARKR,0.99755154476445,0.009051030040535313,0.028846153846153848,5812
ARL,0.9908260764538809,1.125193199381762,1.128938169432784,6510
ARLP,0.6193389094202785,0.676556623485165,0.14854863553618938,1221
ARMK,0.2904021285589185,0.19014274171828704,0.02447518517051531,5812
ARNC,0.5660032620707504,-0.25989237100348217,-0.1691449814126394,3350
AROC,0.5618162633694861,0.21740812379110253,0.012023232499747074,4922
AROW,0.6815310923750723,-0.0015496338610191396,0.03411800346706012,6021
ARQT,0.21205764906295832,-0.07948860478043351,-0.26597457658416246,2834
ARVN,0.32192383113015804,-0.5293420272673385,-0.1333869670152856,2834
ARW,0.7400297522499811,-0.04958275945880264,0.0666067196912089,5065
ARWR,0.13426498942063847,-0.2359627187997273,-0.1036961758506474,2834
ASAN,0.025236911887960976,-0.7127541589648798,-1.0953528511414337,7372
ASGN,0.43616741597933156,-0.18865719935286718,0.029432004658302896,7363
ASIX,0.6370187837110357,0.13265813509198932,0.04707417430492652,2821
ASO,0.425836872851397,0.6950959488272921,0.08659929756105257,5940
ASPN,0.13277378858300848,-0.669264656048797,-0.17963145052623913,5030
ASRT,0.9109712204378769,0.691983122362869,0.03251563851085543,2834
ASTC,2.2616773815523157,-0.4286335313722649,-0.047668802365697385,3826
ASTE,0.5770732395090507,-0.1322749220100542,0.001088139281828074,3531
ASUR,0.635521960841927,0.4326647564469912,-0.007304824227667022,7373
ASYS,0.6422493980788995,0.03527168732125818,-0.027895250487963565,3559
ATEC,0.07006323895845099,0.20148560817084493,-0.8889100609756098,3841
ATEN,0.16364294871477703,0.08447276111389512,0.11217290679010042,3576
ATEX,0.23432588521370837,-0.32932469935245134,-0.048287364003636604,4813
ATGE,0.8822180666071554,0.8415984593163217,0.0159889910128149,8200
ATI,0.2010943902030391,0.4218381775333857,0.0945298094652735,3317
ATKR,0.2712772781267764,0.20307779456193353,0.13881725446016002,3690
ATLO,0.9569689240671517,0.047102558495517144,0.03522697663186125,6021
ATNI,1.0349034400062973,0.41671852312798174,-0.004708019874170852,4813
ATNM,0.6524989329519795,1.2891089108910894,-0.12118033793376908,2834
ATO,0.6048059488474858,0.0821983430707669,0.028862657766020098,4924
ATOM,0.11149719575002373,-0.5623456790123457,-0.18836809383129768,3674
ATR,0.26913643685751404,-0.0579017531503887,0.03146987062339106,3089
ATRC,0.2499570347184249,-0.368436406067678,-0.009260328486280502,3841
ATRI,0.20837658219637462,-0.06283053880785727,0.033791493249416306,3841
ATSG,0.5820485882691269,-0.052019164955509956,0.0361617096223644,4513
ATVI,0.3183607604754152,-0.053718548895119844,0.021427052318162484,7372
ATXS,1.348103812866248,0.9253521126760564,-0.12067109908568785,2834
AUBN,0.8707703759898605,-0.2300739258159279,0.026252512909456422,6022
AUPH,0.3413718541509262,-0.42302955665024633,-0.06151266458050422,2834
AURA,0.25417795787906694,-0.44700713893465127,-0.12317667381924378,2836
AVA,0.7649066886298467,-0.07107100049354864,0.034881998739064696,4931
AVAV,0.3126031622147123,0.4228360366147421,-0.011114759727498362,3721
AVB,0.4595878213762168,-0.24830941603397683,0.02152472824130732,6798
AVD,0.6768553439238235,0.5302150904745648,0.01751664353981197,2870
AVDX,0.5548901579677822,0.19122257053291536,-0.03684480337384601,7372
AVNS,0.9551468993147283,-0.14491525423728813,0.013375544123466561,3842
AVNT,0.6218395964768879,-0.2285797269822829,0.31649616368286443,2821
AVNW,0.5698400283278164,0.1356673960612691,0.030317617915776595,3663
AVO,0.48630392172703124,-0.06179351921627729,-0.0772626931567329,700
AVT,0.99481726886336,0.1166740077325894,0.06067819676638051,5065
AVTA,0.523540401306928,0.5066735112936345,0.9904545332220996,6199
AVTE,0.3937181115058157,1.4957894736842108,-0.0899551812939829,2834
AVXL,0.2008464820216382,-0.016759776536312776,-0.09103532276786916,8731
AVY,0.13780887192587762,0.056730442658213365,0.0612265231903552,2670
AWK,0.28343110099852065,0.042259623396100565,0.01894818252126837,4941
AWR,0.21722814043914315,0.15956744060871486,0.03695343728618243,4941
AXGN,0.2867827884788201,0.08732694355697546,-0.04246238568197463,3845
AXL,0.5447555488413327,-0.015063731170336103,0.02857142857142857,3714
AXNX,0.1790526987824523,0.0942536790469517,-0.03712824917870997,3841
AXON,0.08691251516477419,0.4284329804681679,0.02369421909782484,3480
AXP,0.1852446822103576,-0.09811310879066237,0.06566416040100251,6199
AXR,1.3187986065347024,0.1469798657718122,0.04244171735996343,2721
AXSM,0.039288126323358624,1.4927279177013122,-0.3891655324300543,2834
AXTA,0.222516933811164,0.05363570914326843,0.03424173407680829,2851
AYI,0.32693301326152413,0.013632428522897921,0.03917773825713987,3640
AYX,0.04156750548049282,-0.08523840627041146,-0.20271023189389623,7372
AZEK,0.5387758584725281,-0.19846050870147258,-0.017886479424940965,3089
AZTA,0.7761713511641168,-0.3572074107546317,-0.003340383768024247,3559
AZZ,0.5632774557606968,-0.13594040968342647,-0.023896577677837094,3640
B,0.6275013631498091,-0.054491643454038896,0.012286749756916822,3490
BAFN,1.0409320333974323,-0.15633211931215707,-0.015027600621683906,6022
BAH,0.10037592059908668,0.2307405036278276,0.025480832859974205,8742
BALL,0.19130013649595826,-0.3580244153288914,0.015809140557631503,3411
BALY,0.8482396605176075,-0.4590344827586207,-0.446384409795884,7011
BAND,0.614815703810343,-0.2076466710613052,0.17181237024399268,7372
BANR,0.674547143561692,0.03062170845616241,0.03860409084100552,6022
BASE,0.2381066826429062,-0.259990133201776,-0.10023078864808337,7372
BBSI,0.38713271046323233,0.5945990998499748,0.09993237744845213,7363
BBW,0.33303950624307854,0.16940948693126812,0.07942342111991818,5945
BBY,0.1316638779640412,-0.07106089687663575,0.09578146611341633,5731
BCBP,0.93258571965967,0.002862595419847347,0.04930108932141056,6035
BCC,0.7620313082463003,0.014623032311516182,0.059180907198528344,5030
BCML,0.8814374213767702,-0.12301407172038137,0.022551512220991717,6022
BCOV,0.38503012707348516,-0.1424694708276798,-0.05223728911989314,7374
BCOW,1.2849820722713456,-0.1378143972246313,0.0015315070523429588,6036
BCPC,0.2213640689503933,-0.08089257825035845,0.023892704945296578,2800
BCYC,0.3968220332425732,-0.412751677852349,-0.10356025066154473,2834
BDL,1.1285364476282074,-0.05708946013611216,0.023026315789473683,5812
BE,0.07388230323335435,0.2303149606299213,-0.2728408486222613,3620
BEAM,0.25984067337831274,-0.39397993311036794,-0.053674226042265884,2836
BECN,0.45403056412482573,-0.05440192208683714,0.04000654950332933,5030
BEN,0.8680830846885232,0.06544584330454684,0.014431875620936677,6282
BERY,0.4712429031570768,-0.03288577544269311,0.03316645807259074,3089
BFAM,0.2370578952492464,-0.40121108609580003,0.01815536208083272,8351
BFC,0.5957821189672156,0.09950333961294744,0.03352728846900643,6021
BFH,1.100454575678951,-0.3924281472773582,-0.055856606919549814,7389
BFIN,1.1084153946654547,-0.04689775706379251,0.020897943294621423,6035
BFST,0.8443229721936102,-0.2149845916795069,0.030979282043914255,6022
BG,0.6274070114766211,-0.05610432582356095,0.038598506605399194,2070
BGFV,1.376896647161587,-0.352960635130665,0.00635434286975068,5940
BGNE,0.19496071502196352,0.21339498388678724,-0.09566458460924422,2834
BGS,0.9560926978149565,-0.5030616217746788,0.028875654428487572,2000
BGSF,0.554896081121045,0.06868417148790984,0.049874294073644174,7363
BHB,0.9732250461543455,0.05448425776593524,0.029039855486703403,6022
BHE,1.2112530694074493,0.08048249950563569,0.021205915949858937,3672
BHLB,0.8259930675568109,-0.0038450064635884296,0.01845766974015088,6036
BIG,0.8742221064063432,-0.50192023633678,-0.11565047427550754,5331
BIGC,0.0873322319078065,-0.5037534571315685,-0.3565233763635722,7372
BIIB,0.3323831183646369,0.3987848394252098,0.04308246252592853,2836
BILL,0.23675659538986654,-0.4771974189047785,-0.023489875679766258,7372
BIVI,0.05156520733984095,0.5396341463414636,-2.631639764512979,2834
BJ,0.0739392937101283,0.08872227428928481,0.15222630041788163,5331
BJRI,0.44728257289461887,-0.02985074626865658,0.01168388326145823,5812
BKE,0.18038203922585921,0.30321067821067804,0.1578135524374129,5651
BKI,0.27121706334128004,0.07865367581930904,0.006904397630536268,7372
BKNG,0.03045316300978014,0.08023370999272394,0.33651226158038144,4700
BKR,0.43851890195896437,0.08110362082146083,0.012867647058823529,3533
BKSC,0.4793220740625475,-0.15046005855290678,0.044218874933236785,6022
BKU,0.926762117137307,-0.13663310435682696,0.025879640545992823,6035
BL,0.0263024552480963,-0.0065096952908587635,0.14505139161566,7372
BLDR,0.42412618265690494,0.06339383938393839,0.07359659671749222,5211
BLFS,0.5018057191450087,-0.01218999579655311,-0.02414912942352048,3845
BLFY,1.1112376808753626,-0.16917562724014334,0.0030099953188630416,6036
BLK,0.36313421049954575,0.04020914344905835,0.033878693288843444,6211
BLKB,0.24464369840055816,-0.003869719445340203,-0.029010169047450095,7372
BLMN,0.11032715216284285,-0.030460008288437646,0.24337730295432247,5812
BLUE,1.047906595350696,0.017828200972447306,-0.42483732705589733,2836
BLZE,0.2793605654735783,-0.3151969981238274,-0.1542428843419372,7372
BMBL,0.35812433880228445,0.004169825625473855,-0.06521453204134992,7370
BMEA,0.9579484049330954,0.34302325581395343,-0.15220426890085778,2834
BMI,0.12796204367116676,0.12614410709245605,0.04147718270156246,3824
BMRC,0.8123794354261635,-0.14503240054630506,0.02972363900940736,6022
BMRN,0.23903518850850236,0.5034615384615384,-5.450349938732813e-05,2834
BNL,0.9311364196371255,-0.15405842611095244,0.012226598307736284,6798
BOC,0.5968646107632481,-0.032918800292611516,-0.0028090723751463278,6510
BOOM,0.7474239652802662,-0.33249921801689086,0.00900585408089827,3390
BOOT,0.23189763438345154,-0.0005798446016467285,0.07830405512681453,5661
BOTJ,0.9929110734289838,-0.12953020134228188,0.04827637945909449,6022
BPMC,0.1919101960645458,-0.23158571888066903,-0.2477655249747387,2834
BR,0.08929309435378097,0.027167077872542134,0.030204338918947315,7389
BRBS,0.9573616495715543,-0.21248331532447717,0.010456317358404035,6022
BRC,0.3942884803845414,0.15147526598661853,0.041663878910855795,3990
BRDG,0.04978783475408266,-0.26994480682388355,0.2118478992291074,6282
BRID,1.1646276747323652,0.08602150537634401,0.02262582206017651,2013
BRKL,0.8594142081339339,-0.2106592729513247,0.030816153288958904,6035
BRKR,0.11252277290997945,0.009773640786968407,0.103948772678762,3826
BRO,0.28955718080556436,-0.14328932073559653,0.03368440588317172,6411
BROS,0.02400607281689866,-0.21777777777777774,-0.005275176435953948,5810
BRP,0.1822665013829394,0.006742370475514514,-0.07440597211885928,6411
BRSP,1.523131147809611,-0.06543225322156898,0.0030251801127041873,6798
BRT,0.47189322428795055,-0.05857354028085737,0.028333125955776403,6798
BRX,0.4103951937576201,-0.047133238114670406,0.03788831054306637,6798
BRY,1.1275365598678064,0.035385140516554836,0.09355098284170665,1311
BRZE,0.12973022140038973,-0.2530751708428246,-0.0708956096151108,7372
BSBK,0.9572914018987627,0.12012359984550014,0.013744803407561543,6036
BSET,1.205855453433805,0.19810401921953136,0.025782424245533217,2511
BSM,0.2610422657549543,0.4716563738593418,0.22256194221035025,1311
BSRR,0.9035413579858658,-0.17724633780614396,0.03322220253003708,6022
BSVN,0.5936184571506486,0.14846299158509346,0.06114921899952851,6022
BSY,0.04874095471085443,0.020190178455125718,0.04944646183479784,7372
BTAI,0.45740414014435965,0.7520752628666298,-0.2545019541951273,2834
BURL,0.05728736433020406,0.003279560361638012,0.02647674548847805,5311
BUSE,0.8439483441077493,-0.1419451746150957,0.03107479929296179,6022
BV,1.670992460758868,-0.39881831610044305,-0.015532544378698224,700
BVH,0.3955352541144092,0.10105367371473029,0.09380144190511203,6500
BWA,0.6434733619766415,0.10913404507710545,0.037638376383763834,3714
BWFG,0.7518904720192363,-0.13564175227299557,0.0406888812997024,6022
BWMN,0.40074670447125854,0.4459535936615733,0.03132492346280108,8742
BWXT,0.13814826785453435,0.25376621779499486,0.06028364813936586,3510
BX,0.12169760394823981,-0.22919816023929762,0.07354044649415556,6282
BXC,0.782675319329896,-0.03526044647967941,0.05735372433418146,5031
BXMT,1.0892330665060943,-0.17384957597664397,-0.010205422198065176,6798
BXSL,1.0241614508421535,-0.10541931122544779,0.029213888537712687,6199
BY,0.8346211721705731,-0.10301162315719103,0.029609454742204583,6022
BYD,0.24528090665281363,-0.12052679251793585,0.1120745380958933,7011
BYRN,0.23449589386187852,0.004094165813715467,-0.00281541066892464,3690
BZH,2.4275464345989692,-0.0334753499695678,0.02590371835628339,1531
CAAS,3.36753703279533,1.6940298507462686,0.025529106433449602,3714
CABA,2.3805020983376464,4.440366972477063,-0.11961687428033078,2836
CABO,0.42266929516957397,-0.44066944783206163,-0.04069827508048992,4841
CAC,0.7214256473480198,-0.10481195881618055,0.031961485815928545,6021
CACC,0.2727790207123877,-0.15079407903019848,0.08010319657689403,6141
CACI,0.47242794661680804,0.1090273601924232,0.02766485571402935,7373
CAKE,0.15019014684763776,-0.08342208022719222,-0.010194871033954053,5812
CAL,0.4207244297814116,0.2117119289952245,0.10351512529903754,3140
CALB,0.8122645360795936,0.12843029637760717,0.03478556669858388,6022
CALM,0.43129586802560027,0.3179259968866004,0.16711547880120034,200
CALX,0.20261791504439386,-0.05352843119096129,0.018413053244553813,4899
CAPL,0.06614990567298404,0.19853265666372466,0.2992313483795283,5172
CAPR,0.30883911035296713,-0.038548752834467126,-0.34017388546475663,2834
CARA,0.4226315488620403,0.14722753346080286,-0.11339288334915029,2834
CARG,0.09426334506983938,-0.6283376399655469,0.0441716197343207,7374
CARR,0.20950805368949146,-0.023899033297529626,0.037751677852348994,3585
CARS,0.29694166414898737,0.026959247648902895,0.027254353605451934,7374
CASH,0.5129904729248014,-0.10427393970269827,0.04315451741401491,6021
CASS,0.31124812106150634,0.22061232203603365,0.048426213263097505,7389
CASY,0.3146061171392762,0.22643735120169795,0.05779510143921588,5500
CAT,0.12103647266236886,0.44702079128308636,0.09307387018307516,3531
CATC,0.7533411603648663,-0.08865453033313309,0.03306405821952671,6022
CATO,0.7961469913302457,-0.37726909113285345,-0.01811392286633609,5621
CB,0.5795033066994612,0.1162231169596386,0.027540460547030795,6331
CBAN,0.6677092164592581,-0.28941926108099036,0.02238751891557791,6022
CBAY,0.4936833435851502,1.414860681114551,-0.29718519955855777,2834
CBFV,1.0485744117156017,-0.11296571051763926,0.03453398024118412,6022
CBNK,0.6114326722422054,-0.12249324711467635,0.053517335854444424,6021
CBRE,0.2981758873888608,-0.14366825509479875,0.010220988940409109,6500
CBRL,0.2373782112121633,-0.14660695403371282,0.06254397318635606,5812
CBT,0.2160176151367009,0.014979417069376222,0.060133630289532294,2890
CBU,0.5497068175749199,-0.20916670205387355,0.029301990255738715,6021
CBZ,0.2780546055740417,0.21715470329100794,-0.014852898433715485,7389
CC,0.21725751199926094,0.24889780995734623,-0.07554517133956386,2800
CCAP,1.3417757513741915,-0.02666926221530075,0.004179234888419889,6799
CCB,0.328131612950396,-0.0659919881931268,0.05100132775278989,6022
CCBG,0.837655946130463,0.1556680527933465,0.030443263603955068,6022
CCCC,0.9795042078560529,-0.655536028119508,-0.11686817797529064,2836
CCF,0.4090657885321762,0.0023369121894221134,0.01803507774341588,3640
CCK,0.17990904260789592,-0.27160280323805286,0.05342136854741897,3411
CCRD,0.15606887149905085,-0.037015276145710874,0.026071942446043165,7372
CCRN,0.5005075200264474,0.164249146757679,0.0917676226434734,7363
CCS,1.0694489312735957,-0.019795595963503887,0.03836341698841699,1531
CDAY,0.20093015587220392,0.012108559498956284,-0.010027216731127346,7372
CDLX,0.3808300259391507,-0.8834365829801109,0.011108609837332516,7370
